subject,place,status,radius,Key1.1,Key2.1,Key3.1,Key4.1,Key5.1,Key6.1,Key7.1,Key8.1,Key9.1,Key10.1
2,outer,OPTIMAL,1.3039106711718256,0.009433336937149844,0.24073543975418307,0.2595710006356051,0.891514262614841,0.9009528531042151,0.4084346622799193,0.3587518267878311,0.02075550696255944,0.254130677236609,0.360772987974771
2,inner,INTERRUPTED,0.8038539654322084,0.0,0.3672203194246928,0.43387672364069196,0.9337579354777072,1.0810498933338077,0.7648704466110854,0.38560103324629275,0.05500043531033178,0.0546122729488203,0.38568290949958633
3,outer,OPTIMAL,1.205450186325955,0.24335570935613376,0.27890876610644894,0.31954786571128296,0.6702486568985807,0.6599485932049393,0.1292439564222933,0.23125380365186815,0.13936780397841503,0.12924152631043972,0.4899563644599911
3,inner,INTERRUPTED,0.8179152687212824,0.3750001859154009,0.24995653498902154,0.3749091994676979,0.7656102390909072,0.8123962215216273,0.11440363038555462,0.2552302893888937,0.13022322960436564,0.43846447441940023,0.5008312179844888
4,outer,OPTIMAL,1.157375748347644,0.23324636798778842,0.24731841349277875,0.4610651218424808,0.8310206769587537,0.659270502240139,0.24725818241262107,0.26971900308482066,0.00040403455998553554,0.2013829006247129,0.1818462073702822
4,inner,INTERRUPTED,0.8145584453971962,0.5412552898503744,0.3235170605161357,0.47986662504153427,0.8404539448496681,0.7309456442390788,0.2699175029446981,0.28394694901998146,0.0013387616042438914,0.1260621575007811,0.1120000825409112
5,outer,OPTIMAL,1.4619745236989874,0.24961106975755468,0.5003757864816246,0.3153778066214945,0.6843992751600869,1.1972287046028305,0.7236513618816559,0.48439786578997784,0.3553293843122615,0.19855283965883197,0.5253677370405108
5,inner,INTERRUPTED,1.0346915619429262,0.3034640373913214,0.5552736457421948,0.42936045020657787,0.6540440106436369,1.1803564062454899,0.9616836251512271,0.7731279692306865,0.4279962318699422,0.07041916183852476,0.5525008184206812
7,outer,OPTIMAL,1.080806836208586,0.06916776523009795,0.18140184692522218,0.3906615239621721,0.715513098634359,0.4280666525044311,0.3128843226497113,0.1381370892902751,0.03432029575077716,0.22476765723777323,0.2762530275170378
7,inner,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,outer,OPTIMAL,1.050285275432025,0.24945585824277894,0.20601991838375364,0.4794290603343006,0.7558550792181941,0.3368495747166627,0.2983076083457734,0.06936985972110228,0.04759535883120545,0.28308476575715125,0.21087565996597246
8,inner,INTERRUPTED,0.7731647232869219,0.31303934597630656,0.3335988074279804,0.4822406803404544,0.9720980032391321,0.29134972002230836,0.28090186294156716,0.13393231850966897,0.09188792103873196,0.2492034226898444,0.21838565864607432
10,outer,OPTIMAL,0.979438006617895,0.12156936598235701,0.3153517865630868,0.2073987091394197,0.4798808846685915,0.37769508226710036,0.2853711590677193,0.23217766593769523,0.14287129145697722,0.16874823816232037,0.31378354141907444
10,inner,OPTIMAL,0.7297278097645328,0.3043349783738817,0.4026047897385874,0.25004995234359473,0.4458008457415489,0.3532716256782878,0.3532700919566445,0.2501720802969654,0.25014130913410487,0.17502165421867716,0.277986063116363
11,outer,OPTIMAL,1.0744944482866672,0.11025538544937317,0.2492748201183675,0.3224021666019931,0.7044145268521705,0.4955463193924429,0.21458823697563711,0.28440186144564605,0.00011423903300793824,0.21570531321096725,0.3904267442063023
11,inner,OPTIMAL,0.005553138862109133,0.33938770503270954,0.3652254678019542,0.695623531545418,1.2852557983169117,0.9432949220577563,0.2289275762915258,0.6618803263010433,0.05938915763958333,0.4531504564031634,0.8232714567931112
12,outer,OPTIMAL,1.3000477896220985,0.7009840606532936,0.14982730043220055,0.29399419052788434,0.6079001138205092,0.49510615657470713,0.2099988297568999,0.2010964536526357,0.09391557672802632,0.40107260646877274,0.39294024695090574
12,inner,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,outer,OPTIMAL,1.0288708761973637,0.13197620792483744,0.00025000287476111693,0.21440476225432087,0.630391766385478,0.3730950273457263,0.030924899151128168,0.16196555685022218,0.24035084466158596,0.1354296653613499,0.17733227603496937
13,inner,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,outer,OPTIMAL,1.237724125416621,0.006780523446158963,0.24778550804960722,0.5440241018576276,0.7180489030279901,0.5246021499718854,0.34884129316466644,0.1512969592093186,0.1144735161537475,0.052921001930289674,0.30031628569905905
15,inner,OPTIMAL,0.8460020387058715,1.243107611458074e-08,0.43586479150980806,0.7022768233199166,0.9368354830464147,0.5599955948540084,0.22645824872204956,0.27395296090577925,0.03715442219479939,0.12908822719382967,0.2549243742092126
16,outer,OPTIMAL,1.8418949998061391,0.44191363718292737,0.2918454046030376,0.9391699597988636,0.8947490639464866,1.0565042245069614,0.32462207470892457,0.5037628459490043,0.857331974763253,0.42985283736561275,1.0863219267106428
16,inner,INTERRUPTED,1.3111077337552648,0.3653196152087772,0.35352456846167246,1.0426409246693238,1.1076949934215155,1.1078385917985214,0.284262218643524,0.5455228047247094,1.098259769094855,0.7473070607990984,1.3125545486798988
17,outer,OPTIMAL,0.9670933740754594,0.20754642773263943,0.19587615285323184,0.1959538373372723,0.6367667304612792,0.49695108723032433,0.11582296327403917,0.11288269515047626,0.2713282503039884,0.11283438172139315,0.1159123238479052
17,inner,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,outer,OPTIMAL,1.7165120628140094,0.15607154176181315,0.2467982093468805,0.3824272785540091,0.7671848251365186,1.3860796388011538,0.36689158583534626,0.1467206578595411,0.11756509971556617,0.34716905330717307,0.15273226713806481
18,inner,OPTIMAL,1.2598413219281417,0.260646165176946,0.24463010815896677,0.5259914484326308,0.9332770774324075,1.6576205783902223,0.4118806064678588,0.13232795338497855,0.16202358029736882,0.5665795990758817,1.0013663752924728e-07
19,outer,OPTIMAL,1.520548082671199,0.2919510349004528,0.4089702168998132,0.13040992957767458,0.5213923124924305,0.8559997550071461,0.7331098135563922,0.18538202527881317,0.000330087691005004,0.6241396318817328,1.0670284396007592
19,inner,OPTIMAL,1.0276079052038716,0.3749657699821886,0.29740576252823275,0.29025463349732816,0.3749774498586599,1.0002316757629182,1.0188446381253136,0.4126062227071838,0.0008238972818581408,0.7499971389837103,1.1491622404137838
20,outer,OPTIMAL,1.7658038060202763,0.7336863061857369,0.11466346317127481,0.05385616544032488,0.6709555802032406,0.8430644496395576,0.28775624109661924,0.2128094725185177,0.82453605410807,0.16303319676173922,0.5372349050365994
20,inner,OPTIMAL,1.1865227235982705,0.8624361171635684,0.17330994123188304,0.07338721242104741,0.8085337033509807,1.097794047797401,0.10029448625076028,0.40094072898687855,1.17102651380361,0.35985536007464075,0.5822282338238293
21,outer,OPTIMAL,1.4565268384868413,0.23417429807953893,0.5752380928583923,0.5565271363817922,0.5225609672586927,0.13354596688909445,0.3665626863693851,0.13355118436142527,0.4683092255559993,0.3624017589636016,0.28960586620433276
21,inner,OPTIMAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,outer,OPTIMAL,2.9336503291396463,0.2629759787373278,0.6595281607960553,0.2914715155208019,2.0088394198005743,1.1459615037693611,0.708571371583658,0.4605340385596357,0.2915007803688469,1.8768422143965746,1.1362798450447902
22,inner,OPTIMAL,2.010497145631676,1.1860687194796122e-07,0.8441601919154678,0.4822160875337393,2.498736042252474,1.31477883131091,0.8966608664933721,0.5614922284798242,0.48230857605158445,2.46485875836362,1.0084372191574227
24,outer,OPTIMAL,1.7003993691583021,0.11929147499697414,0.22577601787626148,0.6945619105015832,0.9934715560270732,1.0215494138592018,0.2947663620070708,0.16184912235283602,0.4064604814798854,0.10155860090858605,0.776167304233071
24,inner,OPTIMAL,1.1428457521805708,0.15592935919845421,0.3093681203059464,0.9406656255708205,1.2189521748154653,1.2187544606726395,0.26371088128547127,0.1381090209399174,0.5168119537118108,0.23002128619221543,1.125494570196175
25,outer,OPTIMAL,1.2486474067433904,0.2797323976157153,0.16987205177668396,0.04833757242883579,0.7868171827877135,0.5050814024241292,0.6143680339484037,0.24667460639293926,0.21642863246268484,0.4069462036772242,0.7164515438786462
25,inner,OPTIMAL,0.8606791510780537,0.33726676128737226,0.25264429554213336,0.11780759837952438,0.7730170659966603,0.5123899190049185,0.7786550863075723,0.4681723326667983,0.4240693279441685,0.5094313225909181,0.7914091306000425
26,outer,OPTIMAL,1.2611504799240643,0.664188231304076,0.293520449876691,0.08978012630380919,0.23337557759359293,0.4107290361528093,0.33821909523179466,0.0002652268983485777,0.1616957153278529,0.3226364638995323,0.6231836867096566
26,inner,OPTIMAL,0.8936806349891803,0.8607271665793081,0.37064913783711556,0.018944645592792297,0.07117508564866422,0.3021226034816445,0.2760978565428919,0.0006276911736792291,0.2238348257316323,0.4380611863106718,0.7853328973157208
27,outer,OPTIMAL,1.2573492669973405,0.5508687619019706,0.34670455410832374,0.17538949756670888,0.8611855505164274,0.6485721762753359,0.2908126529581883,0.0003191296748778006,0.522409177008573,0.23840025708071103,0.34037066338525196
27,inner,INTERRUPTED,0.8377196331959726,0.6024064310503376,0.24983274583145285,0.400598090550077,0.8110238597696721,0.6533076546423745,0.31689421894159925,0.0014948529249695047,0.6311500623751872,0.4135903826890352,0.08038283065891628
28,outer,OPTIMAL,0.9551086541541555,0.1179798375917882,0.1772541613710617,0.19358553337942327,0.8210730526788322,0.39974558343154576,0.41692521715017894,0.23304437701866051,0.15376471453938054,0.1494819986383376,0.35058740054462406
28,inner,INTERRUPTED,0.6989211563099491,0.23340180742848185,0.21749584321497573,0.2788666187425487,0.8063418955028165,0.3014850469323213,0.33569529931475905,0.27560916528086016,0.2491327798913793,0.21922269781963752,0.24486837356812216
29,outer,OPTIMAL,1.1337864821147663,0.13815291170504668,0.3007324491693697,0.15138665499533702,0.6415204676806305,0.3161767676170508,0.18394898806130827,0.4940881512259273,0.1516565121454525,0.037195703206297885,0.3111373869438074
29,inner,OPTIMAL,0.7681422474381235,0.2567926429595755,0.29061606666394424,0.36980363688817314,0.7266415977281413,0.27327244341133494,0.2737279593391763,0.48981284730582847,0.3704707164391951,0.09201188772349678,0.24979734793368652
30,outer,OPTIMAL,2.9777825180824244,1.7602767605763487,1.924103352249529,0.5953947151300988,0.8966406399166753,0.3721879433833494,1.0339667562981583,0.1294944796110972,0.3736744679508608,0.2372357982353248,0.815494794688035
30,inner,OPTIMAL,2.5058315418996133,2.1093294707373484,2.1417753840597045,0.7314340492885429,0.9889738861007281,0.3424356652557569,1.158173413788236,0.15963838182900192,0.3469142791684034,0.2899044154957277,0.8914911603059373
31,outer,OPTIMAL,1.8725771610083704,0.26183137833924597,0.8523411945509705,0.4381973593249473,0.8049144934156862,0.8043241400492628,0.6701847152646034,0.23521626086529152,0.25790167409640286,0.2421135913513005,1.059864959987001
31,inner,OPTIMAL,1.2692590313866254,0.2895233590454583,1.0801522927167844,0.5582896833113984,1.1274008266300712,1.0171455845333286,0.8742088798099152,0.3653546071988019,0.16194410924745795,0.3379884686645745,1.3256727057339395
